날짜,영화명,좌석수,좌석판매율,좌석점유율
2024-05-10,릴리 슈슈의 모든 것,50,42.0%,0.0%
2024-05-10,카르멘,443,5.6%,0.0%
2024-05-10,청춘 스케치,58,22.4%,0.0%
2024-05-10,패왕별희 디 오리지널,185,3.2%,0.0%
2024-05-10,크레센도,52,5.7%,0.0%
2024-05-10,와일드 투어,205,3.9%,0.0%
2024-05-10,키리에의 노래: 디렉터스 컷,172,0.5%,0.0%
2024-05-11,쿵푸팬더4,114262,16.5%,4.2%
2024-05-11,스턴트맨,57471,11.3%,2.1%
2024-05-11,남은 인생 10년,50337,23.9%,1.8%
2024-05-11,"포켓몬스터: 성도지방 이야기, 최종장",55671,11.8%,2.0%
2024-05-11,악마와의 토크쇼,70213,17.3%,2.5%
2024-05-11,쇼생크 탈출,35581,14.0%,1.3%
2024-05-11,챌린저스,18720,16.3%,0.6%
2024-05-11,꼬마참새 리차드: 신비한 보석 탐험대,18152,13.1%,0.6%
2024-05-11,극장판 실바니안 패밀리: 프레야의 선물,12867,6.7%,0.4%
2024-05-11,차이콥스키의 아내,3771,6.8%,0.1%
2024-05-11,듄: 파트2,2348,18.8%,0.0%
2024-05-11,힙노시스: LP 커버의 전설,4529,5.1%,0.1%
2024-05-11,악은 존재하지 않는다,1622,11.2%,0.0%
2024-05-11,고스트버스터즈: 오싹한 뉴욕,148,14.1%,0.0%
2024-05-11,로봇 드림,1707,20.3%,0.0%
2024-05-11,콜 미 바이 유어 네임,1360,21.3%,0.0%
2024-05-11,레옹,927,16.3%,0.0%
2024-05-11,날씨의 아이,615,9.1%,0.0%
2024-05-11,보티첼리. 피렌체와 메디치,694,20.7%,0.0%
2024-05-11,극장판 울려라! 유포니엄: 앙상블 콘테스트,953,26.6%,0.0%
2024-05-11,키메라,858,11.5%,0.0%
2024-05-11,몬스터 프렌즈,341,8.2%,0.0%
2024-05-11,아이 엠 러브,764,8.1%,0.0%
2024-05-11,고질라 X 콩: 뉴 엠파이어,64,18.7%,0.0%
2024-05-11,중경삼림,204,54.9%,0.0%
2024-05-11,극장판 스파이 패밀리 코드 : 화이트,427,7.2%,0.0%
2024-05-11,더 퍼스트 슬램덩크,1109,18.7%,0.0%
2024-05-11,가여운 것들,70,24.2%,0.0%
2024-05-11,오멘: 저주의 시작,167,17.3%,0.0%
2024-05-11,비거 스플래쉬,284,6.6%,0.0%
2024-05-11,기동전사 건담 시드 프리덤,720,7.6%,0.0%
2024-05-11,아서,384,6.2%,0.0%
2024-05-11,패스트 라이브즈,706,3.6%,0.0%
2024-05-11,아이다호,150,25.3%,0.0%
2024-05-11,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,516,10.8%,0.0%
2024-05-11,녹차의 맛,355,11.5%,0.0%
2024-05-11,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 1,516,4.4%,0.0%
2024-05-11,추락의 해부,150,4.6%,0.0%
2024-05-11,괴물,256,16.7%,0.0%
2024-05-11,유코의 평형추,669,1.9%,0.0%
2024-05-11,청춘 스케치,92,9.7%,0.0%
2024-05-11,패왕별희 디 오리지널,126,7.9%,0.0%
2024-05-11,메이 디셈버,262,2.6%,0.0%
2024-05-11,와일드 투어,205,2.4%,0.0%
2024-05-11,코다,30,13.3%,0.0%
2024-05-11,골드핑거,54,1.8%,0.0%
2024-05-12,혹성탈출: 새로운 시대,578101,22.6%,22.0%
2024-05-12,쿵푸팬더4,113329,18.0%,4.3%
2024-05-12,스턴트맨,55407,9.9%,2.1%
2024-05-12,남은 인생 10년,48750,27.4%,1.8%
2024-05-12,"포켓몬스터: 성도지방 이야기, 최종장",57527,14.0%,2.1%
2024-05-12,악마와의 토크쇼,65288,14.6%,2.4%
2024-05-12,챌린저스,20271,13.5%,0.7%
2024-05-12,꼬마참새 리차드: 신비한 보석 탐험대,18368,15.8%,0.6%
2024-05-12,극장판 실바니안 패밀리: 프레야의 선물,12720,7.1%,0.4%
2024-05-12,차이콥스키의 아내,4115,8.5%,0.1%
2024-05-12,듄: 파트2,1878,14.2%,0.0%
2024-05-12,힙노시스: LP 커버의 전설,3824,4.6%,0.1%
2024-05-12,악은 존재하지 않는다,1964,15.6%,0.0%
2024-05-12,고스트버스터즈: 오싹한 뉴욕,148,9.4%,0.0%
2024-05-12,로봇 드림,1455,11.7%,0.0%
2024-05-12,콜 미 바이 유어 네임,960,11.6%,0.0%
2024-05-12,레옹,1264,14.0%,0.0%
2024-05-12,날씨의 아이,615,6.0%,0.0%
2024-05-12,보티첼리. 피렌체와 메디치,543,29.4%,0.0%
2024-05-12,극장판 울려라! 유포니엄: 앙상블 콘테스트,808,32.0%,0.0%
2024-05-12,키메라,764,14.9%,0.0%
2024-05-12,몬스터 프렌즈,456,7.8%,0.0%
2024-05-12,아이 엠 러브,849,15.6%,0.0%
2024-05-12,고질라 X 콩: 뉴 엠파이어,64,34.3%,0.0%
2024-05-12,중경삼림,116,38.7%,0.0%
2024-05-12,극장판 스파이 패밀리 코드 : 화이트,620,6.4%,0.0%
2024-05-12,더 퍼스트 슬램덩크,732,4.2%,0.0%
2024-05-12,가여운 것들,70,42.8%,0.0%
2024-05-12,오멘: 저주의 시작,167,8.9%,0.0%
2024-05-12,비거 스플래쉬,686,7.5%,0.0%
2024-05-12,기동전사 건담 시드 프리덤,720,5.4%,0.0%
2024-05-12,아서,256,8.9%,0.0%
2024-05-12,패스트 라이브즈,489,5.3%,0.0%
2024-05-12,아이다호,150,24.6%,0.0%
2024-05-12,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,603,4.4%,0.0%
2024-05-12,녹차의 맛,391,7.4%,0.0%
2024-05-12,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 1,258,3.1%,0.0%
2024-05-12,추락의 해부,202,7.4%,0.0%
2024-05-12,괴물,126,7.9%,0.0%
2024-05-12,유코의 평형추,1085,1.4%,0.0%
2024-05-12,와일드 투어,150,0.0%,0.0%
2024-05-12,거룩한 분노,150,2.0%,0.0%
2024-05-12,키리에의 노래: 디렉터스 컷,315,1.2%,0.0%
2024-05-13,혹성탈출: 새로운 시대,567205,5.6%,25.2%
2024-05-13,남은 인생 10년,49720,6.2%,2.2%
2024-05-13,악마와의 토크쇼,64731,6.5%,2.8%
2024-05-13,쿵푸팬더4,36393,4.0%,1.6%
2024-05-13,쇼생크 탈출,35108,4.1%,1.5%
2024-05-13,챌린저스,21469,5.7%,0.9%
2024-05-13,스턴트맨,59950,3.7%,2.6%
2024-05-13,"포켓몬스터: 성도지방 이야기, 최종장",17487,2.6%,0.7%
2024-05-13,꼬마참새 리차드: 신비한 보석 탐험대,6760,12.5%,0.3%
2024-05-13,목소리의 형태,26461,2.3%,1.1%
2024-05-13,청춘 18X2 너에게로 이어지는 길,524,100.0%,0.0%
2024-05-13,차이콥스키의 아내,3249,7.9%,0.1%
2024-05-13,악은 존재하지 않는다,992,6.4%,0.0%
2024-05-13,힙노시스: LP 커버의 전설,4375,2.3%,0.1%
2024-05-13,로봇 드림,886,7.9%,0.0%
2024-05-13,듄: 파트2,2442,4.4%,0.1%
2024-05-13,보티첼리. 피렌체와 메디치,338,13.3%,0.0%
2024-05-13,콜 미 바이 유어 네임,1319,10.0%,0.0%
2024-05-13,레옹,1224,6.1%,0.0%
2024-05-13,극장판 실바니안 패밀리: 프레야의 선물,2890,1.2%,0.1%
2024-05-13,중경삼림,116,25.8%,0.0%
2024-05-13,키메라,294,8.1%,0.0%
2024-05-13,더 퍼스트 슬램덩크,732,0.8%,0.0%
2024-05-13,기동전사 건담 시드 프리덤,549,3.4%,0.0%
2024-05-13,고질라 X 콩: 뉴 엠파이어,64,6.2%,0.0%
2024-05-13,300 스파르탄,1200,15.4%,0.0%
2024-05-13,아이 엠 러브,808,6.0%,0.0%
2024-05-13,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,258,6.2%,0.0%
2024-05-13,극장판 스파이 패밀리 코드 : 화이트,620,2.4%,0.0%
2024-05-13,시민 케인,780,7.4%,0.0%
2024-05-13,가여운 것들,70,14.2%,0.0%
2024-05-13,날씨의 아이,627,2.5%,0.0%
2024-05-13,스텔라,126,100.0%,0.0%
2024-05-13,아이다호,150,26.6%,0.0%
2024-05-13,페이톤 플레이스,340,14.4%,0.0%
2024-05-13,괴물,126,1.5%,0.0%
2024-05-13,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 1,516,0.9%,0.0%
2024-05-13,비거 스플래쉬,807,5.0%,0.0%
2024-05-13,청춘 스케치,92,14.1%,0.0%
2024-05-13,할리우드 살인사건,59,13.5%,0.0%
2024-05-13,꽃다발 같은 사랑을 했다,185,7.0%,0.0%
2024-05-13,극장판 울려라! 유포니엄: 앙상블 콘테스트,784,1.1%,0.0%
2024-05-13,녹차의 맛,88,1.1%,0.0%
2024-05-13,카르멘,443,3.6%,0.0%
2024-05-13,유코의 평형추,443,2.4%,0.0%
2024-05-13,패스트 라이브즈,475,1.2%,0.0%
2024-05-13,라라랜드,108,4.6%,0.0%
2024-05-13,너의 이름은.,258,1.5%,0.0%
2024-05-13,아서,361,5.5%,0.0%
2024-05-13,패왕별희 디 오리지널,111,9.0%,0.0%
2024-05-13,마더스,296,8.7%,0.0%
2024-05-13,오멘: 저주의 시작,88,3.4%,0.0%
2024-05-13,키리에의 노래: 디렉터스 컷,172,0.5%,0.0%
2024-05-13,에브리씽 에브리웨어 올 앳 원스,123,9.7%,0.0%
2024-05-13,코다,72,8.3%,0.0%
2024-05-13,항구의 니쿠코짱!,322,1.5%,0.0%
2024-05-13,프로메어,123,5.6%,0.0%
2024-05-13,고스트버스터즈: 오싹한 뉴욕,74,1.3%,0.0%
2024-05-13,골드핑거,54,3.7%,0.0%
2024-05-14,혹성탈출: 새로운 시대,598100,7.9%,25.1%
2024-05-14,이프: 상상의 친구,364,100.0%,0.0%
2024-05-14,남은 인생 10년,52910,8.7%,2.2%
2024-05-14,악마와의 토크쇼,69840,9.1%,2.9%
2024-05-14,쿵푸팬더4,40355,7.5%,1.6%
2024-05-14,쇼생크 탈출,35797,5.3%,1.5%
2024-05-14,챌린저스,22522,8.0%,0.9%
2024-05-14,스턴트맨,61294,5.1%,2.5%
2024-05-14,"포켓몬스터: 성도지방 이야기, 최종장",19463,3.0%,0.8%
2024-05-14,꼬마참새 리차드: 신비한 보석 탐험대,8214,4.9%,0.3%
2024-05-14,목소리의 형태,29952,2.8%,1.2%
2024-05-14,차이콥스키의 아내,3807,4.4%,0.1%
2024-05-14,디피컬트,400,100.0%,0.0%
2024-05-14,도뷔시,151,100.0%,0.0%
2024-05-14,악은 존재하지 않는다,1587,5.1%,0.0%
2024-05-14,힙노시스: LP 커버의 전설,3803,4.0%,0.1%
2024-05-14,로봇 드림,1496,9.4%,0.0%
2024-05-14,듄: 파트2,2324,8.1%,0.0%
2024-05-14,보티첼리. 피렌체와 메디치,1006,13.6%,0.0%
2024-05-14,일식,1200,18.9%,0.0%
2024-05-14,콜 미 바이 유어 네임,1158,11.1%,0.0%
2024-05-14,레옹,1497,7.4%,0.0%
2024-05-14,극장판 실바니안 패밀리: 프레야의 선물,3256,1.7%,0.1%
2024-05-14,중경삼림,114,10.5%,0.0%
2024-05-14,키메라,737,16.2%,0.0%
2024-05-14,몬스터 프렌즈,414,48.7%,0.0%
2024-05-14,더 퍼스트 슬램덩크,609,0.4%,0.0%
2024-05-14,기동전사 건담 시드 프리덤,952,3.6%,0.0%
2024-05-14,고질라 X 콩: 뉴 엠파이어,282,52.4%,0.0%
2024-05-14,아이 엠 러브,724,7.3%,0.0%
2024-05-14,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,516,2.5%,0.0%
2024-05-14,극장판 스파이 패밀리 코드 : 화이트,694,2.8%,0.0%
2024-05-14,시민 케인,780,5.2%,0.0%
2024-05-14,가여운 것들,70,25.7%,0.0%
2024-05-14,추락의 해부,298,8.7%,0.0%
2024-05-14,날씨의 아이,627,2.2%,0.0%
2024-05-14,아이다호,92,13.0%,0.0%
2024-05-14,평원아,506,8.6%,0.0%
2024-05-14,릴리 슈슈의 모든 것,50,62.0%,0.0%
2024-05-14,페이톤 플레이스,340,14.7%,0.0%
2024-05-14,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 1,516,2.1%,0.0%
2024-05-14,비거 스플래쉬,735,5.9%,0.0%
2024-05-14,토니,230,14.3%,0.0%
2024-05-14,청춘 스케치,92,1.0%,0.0%
2024-05-14,할리우드 살인사건,36,27.7%,0.0%
2024-05-14,극장판 울려라! 유포니엄: 앙상블 콘테스트,653,2.4%,0.0%
2024-05-14,유코의 평형추,512,2.5%,0.0%
2024-05-14,패스트 라이브즈,641,2.4%,0.0%
2024-05-14,라라랜드,108,12.9%,0.0%
2024-05-14,너의 이름은.,258,0.7%,0.0%
2024-05-14,플랜 75,40,100.0%,0.0%
2024-05-14,미스테리 트레인,138,16.6%,0.0%
2024-05-14,아서,361,3.0%,0.0%
2024-05-14,지상의 밤,138,12.3%,0.0%
2024-05-14,패왕별희 디 오리지널,156,3.2%,0.0%
2024-05-14,와일드 투어,150,1.3%,0.0%
2024-05-14,말없는 소녀,72,1.3%,0.0%
2024-05-14,오프닝 나이트,856,0.7%,0.0%
2024-05-14,데드 맨,138,5.0%,0.0%
2024-05-14,오멘: 저주의 시작,281,5.3%,0.0%
2024-05-14,키리에의 노래: 디렉터스 컷,366,0.5%,0.0%
2024-05-14,블루 자이언트,123,2.4%,0.0%
2024-05-14,애정의 쌀,597,2.5%,0.0%
2024-05-14,더 콕핏,230,6.0%,0.0%
2024-05-14,에브리씽 에브리웨어 올 앳 원스,123,1.6%,0.0%
2024-05-14,항구의 니쿠코짱!,143,2.0%,0.0%
2024-05-14,이프 온리,126,0.7%,0.0%
2024-05-14,데이지,212,3.7%,0.0%
2024-05-14,고스트버스터즈: 오싹한 뉴욕,74,1.3%,0.0%
2024-05-14,거룩한 분노,150,1.3%,0.0%
2024-05-14,기생수 파트2,98,4.0%,0.0%
2024-05-14,라스트 썸머,253,1.1%,0.0%
2024-05-14,기생수 파트1,98,3.0%,0.0%
2024-05-14,동료애,212,0.9%,0.0%
2024-05-15,혹성탈출: 새로운 시대,282399,34.8%,10.0%
2024-05-15,남은 인생 10년,26576,35.0%,0.9%
2024-05-15,악마와의 토크쇼,32276,18.8%,1.1%
2024-05-15,쿵푸팬더4,14111,34.8%,0.5%
2024-05-15,쇼생크 탈출,17035,28.0%,0.6%
2024-05-15,챌린저스,5943,36.8%,0.2%
2024-05-15,스턴트맨,7558,19.0%,0.2%
2024-05-15,"포켓몬스터: 성도지방 이야기, 최종장",6974,31.2%,0.2%
2024-05-15,꼬마참새 리차드: 신비한 보석 탐험대,10486,15.8%,0.3%
2024-05-15,목소리의 형태,13219,11.4%,0.4%
2024-05-15,차이콥스키의 아내,2483,10.7%,0.0%
2024-05-15,악은 존재하지 않는다,1449,14.7%,0.0%
2024-05-15,힙노시스: LP 커버의 전설,1088,14.5%,0.0%
2024-05-15,로봇 드림,466,39.4%,0.0%
2024-05-15,듄: 파트2,948,13.7%,0.0%
2024-05-15,보티첼리. 피렌체와 메디치,558,17.3%,0.0%
2024-05-15,콜 미 바이 유어 네임,512,10.7%,0.0%
2024-05-15,레옹,366,28.4%,0.0%
2024-05-15,극장판 실바니안 패밀리: 프레야의 선물,83,8.4%,0.0%
2024-05-15,중경삼림,140,80.7%,0.0%
2024-05-15,키메라,290,12.0%,0.0%
2024-05-15,더 퍼스트 슬램덩크,639,2.9%,0.0%
2024-05-15,기동전사 건담 시드 프리덤,399,6.0%,0.0%
2024-05-15,고질라 X 콩: 뉴 엠파이어,64,26.5%,0.0%
2024-05-15,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,448,7.8%,0.0%
2024-05-15,극장판 스파이 패밀리 코드 : 화이트,187,31.5%,0.0%
2024-05-15,시민 케인,520,6.3%,0.0%
2024-05-15,가여운 것들,70,47.1%,0.0%
2024-05-15,날씨의 아이,615,12.5%,0.0%
2024-05-15,아이다호,92,17.3%,0.0%
2024-05-15,괴물,52,30.7%,0.0%
2024-05-15,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 1,258,5.8%,0.0%
2024-05-15,청춘 스케치,92,9.7%,0.0%
2024-05-15,할리우드 살인사건,84,11.9%,0.0%
2024-05-15,꽃다발 같은 사랑을 했다,156,16.6%,0.0%
2024-05-15,극장판 울려라! 유포니엄: 앙상블 콘테스트,303,2.6%,0.0%
2024-05-15,녹차의 맛,314,12.1%,0.0%
2024-05-15,유코의 평형추,1136,2.1%,0.0%
2024-05-15,패스트 라이브즈,35,22.8%,0.0%
2024-05-15,라라랜드,115,2.6%,0.0%
2024-05-15,너의 이름은.,258,6.9%,0.0%
2024-05-15,아서,138,0.7%,0.0%
2024-05-15,패왕별희 디 오리지널,126,3.9%,0.0%
2024-05-15,키리에의 노래: 디렉터스 컷,172,1.1%,0.0%
2024-05-15,항구의 니쿠코짱!,256,1.5%,0.0%
2024-05-15,고스트버스터즈: 오싹한 뉴욕,74,1.3%,0.0%
2024-05-16,혹성탈출: 새로운 시대,276903,6.8%,11.4%
2024-05-16,극장판 하이큐!! 쓰레기장의 결전,504385,4.8%,20.8%
2024-05-16,가필드 더 무비,136666,5.1%,5.6%
2024-05-16,이프: 상상의 친구,89524,3.9%,3.7%
2024-05-16,남은 인생 10년,28191,6.5%,1.1%
2024-05-16,악마와의 토크쇼,32712,8.7%,1.3%
2024-05-16,쿵푸팬더4,4549,24.9%,0.1%
2024-05-16,쇼생크 탈출,18753,4.8%,0.7%
2024-05-16,챌린저스,6940,10.6%,0.2%
2024-05-16,스턴트맨,7068,6.2%,0.2%
2024-05-16,애비게일,32783,2.6%,1.3%
2024-05-16,"포켓몬스터: 성도지방 이야기, 최종장",3575,8.8%,0.1%
2024-05-16,꼬마참새 리차드: 신비한 보석 탐험대,4474,6.1%,0.1%
2024-05-16,목소리의 형태,2117,4.9%,0.0%
2024-05-16,청춘 18X2 너에게로 이어지는 길,1516,100.0%,0.0%
2024-05-16,"낸 골딘, 모든 아름다움과 유혈사태",5584,5.4%,0.2%
2024-05-16,녹색광선,236,37.7%,0.0%
2024-05-16,차이콥스키의 아내,2346,4.9%,0.0%
2024-05-16,디피컬트,3946,3.0%,0.1%
2024-05-16,레네트와 미라벨의 네가지 모험,800,28.2%,0.0%
2024-05-16,도뷔시,285,100.0%,0.0%
2024-05-16,악은 존재하지 않는다,802,10.2%,0.0%
2024-05-16,힙노시스: LP 커버의 전설,2611,2.3%,0.1%
2024-05-16,모드 집에서의 하룻밤,94,10.6%,0.0%
2024-05-16,로봇 드림,562,4.2%,0.0%
2024-05-16,듄: 파트2,1708,3.1%,0.0%
2024-05-16,보티첼리. 피렌체와 메디치,536,11.9%,0.0%
2024-05-16,비행사의 아내,572,21.6%,0.0%
2024-05-16,클레르의 무릎,1011,17.9%,0.0%
2024-05-16,해변의 폴린,1025,18.8%,0.0%
2024-05-16,일식,1200,10.1%,0.0%
2024-05-16,내 여자친구의 남자친구,572,32.3%,0.0%
2024-05-16,콜 미 바이 유어 네임,666,8.2%,0.0%
2024-05-16,레옹,316,7.9%,0.0%
2024-05-16,중경삼림,50,38.0%,0.0%
2024-05-16,키메라,664,6.7%,0.0%
2024-05-16,더 퍼스트 슬램덩크,516,1.1%,0.0%
2024-05-16,기동전사 건담 시드 프리덤,371,5.6%,0.0%
2024-05-16,고질라 X 콩: 뉴 엠파이어,64,3.1%,0.0%
2024-05-16,파리의 딜릴리,183,100.0%,0.0%
2024-05-16,아이 엠 러브,94,13.8%,0.0%
2024-05-16,바라바,340,15.0%,0.0%
2024-05-16,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,258,3.1%,0.0%
2024-05-16,극장판 스파이 패밀리 코드 : 화이트,74,9.4%,0.0%
2024-05-16,아라비아의 로렌스,520,17.3%,0.0%
2024-05-16,창가의 토토,142,100.0%,0.0%
2024-05-16,가여운 것들,70,14.2%,0.0%
2024-05-16,추락의 해부,280,6.4%,0.0%
2024-05-16,날씨의 아이,258,4.2%,0.0%
2024-05-16,아이다호,150,14.0%,0.0%
2024-05-16,피가로의 결혼,506,14.4%,0.0%
2024-05-16,프렌치 캉캉,230,10.4%,0.0%
2024-05-16,괴물,126,1.5%,0.0%
2024-05-16,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 1,258,3.1%,0.0%
2024-05-16,토니,230,11.3%,0.0%
2024-05-16,밑바닥,230,8.6%,0.0%
2024-05-16,할리우드 살인사건,98,10.2%,0.0%
2024-05-16,꽃다발 같은 사랑을 했다,126,2.3%,0.0%
2024-05-16,돌아오지 않는 강,253,12.2%,0.0%
2024-05-16,교수목,597,3.3%,0.0%
2024-05-16,극장판 울려라! 유포니엄: 앙상블 콘테스트,190,1.5%,0.0%
2024-05-16,녹차의 맛,30,6.6%,0.0%
2024-05-16,패스트 라이브즈,35,28.5%,0.0%
2024-05-16,라라랜드,97,1.0%,0.0%
2024-05-16,너의 이름은.,258,2.7%,0.0%
2024-05-16,영원한 휴가,138,6.5%,0.0%
2024-05-16,와일드 투어,300,0.6%,0.0%
2024-05-16,아기상어 극장판: 사이렌 스톤의 비밀,32,65.6%,0.0%
2024-05-16,라스트 레터,413,1.6%,0.0%
2024-05-16,키리에의 노래: 디렉터스 컷,113,3.5%,0.0%
2024-05-16,블루 자이언트,123,4.8%,0.0%
2024-05-16,프로메어,123,0.8%,0.0%
2024-05-16,펭귄 하이웨이,320,0.6%,0.0%
2024-05-16,메이 디셈버,262,1.1%,0.0%
2024-05-16,레토,59,1.6%,0.0%
2024-05-17,혹성탈출: 새로운 시대,299530,9.0%,11.7%
2024-05-17,남은 인생 10년,31229,9.5%,1.2%
2024-05-17,악마와의 토크쇼,32933,10.6%,1.2%
2024-05-17,쿵푸팬더4,5925,16.7%,0.2%
2024-05-17,쇼생크 탈출,19945,5.7%,0.7%
2024-05-17,챌린저스,7278,11.9%,0.2%
2024-05-17,스턴트맨,8658,9.1%,0.3%
2024-05-17,"포켓몬스터: 성도지방 이야기, 최종장",3260,4.5%,0.1%
2024-05-17,꼬마참새 리차드: 신비한 보석 탐험대,5121,6.0%,0.2%
2024-05-17,목소리의 형태,1975,7.1%,0.0%
2024-05-17,청춘 18X2 너에게로 이어지는 길,1257,84.9%,0.0%
2024-05-17,차이콥스키의 아내,1343,8.3%,0.0%
2024-05-17,악은 존재하지 않는다,1412,7.2%,0.0%
2024-05-17,힙노시스: LP 커버의 전설,1633,4.9%,0.0%
2024-05-17,로봇 드림,660,18.3%,0.0%
2024-05-17,듄: 파트2,1873,5.7%,0.0%
2024-05-17,보티첼리. 피렌체와 메디치,1362,6.3%,0.0%
2024-05-17,콜 미 바이 유어 네임,736,8.4%,0.0%
2024-05-17,레옹,260,11.5%,0.0%
2024-05-17,극장판 실바니안 패밀리: 프레야의 선물,1657,8.8%,0.0%
2024-05-17,중경삼림,90,71.1%,0.0%
2024-05-17,키메라,520,8.4%,0.0%
2024-05-17,더 퍼스트 슬램덩크,639,1.0%,0.0%
2024-05-17,기동전사 건담 시드 프리덤,430,3.0%,0.0%
2024-05-17,고질라 X 콩: 뉴 엠파이어,64,1.5%,0.0%
2024-05-17,아이 엠 러브,93,21.5%,0.0%
2024-05-17,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,258,2.7%,0.0%
2024-05-17,극장판 스파이 패밀리 코드 : 화이트,74,8.1%,0.0%
2024-05-17,가여운 것들,70,18.5%,0.0%
2024-05-17,날씨의 아이,258,1.5%,0.0%
2024-05-17,아이다호,58,8.6%,0.0%
2024-05-17,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 1,258,3.4%,0.0%
2024-05-17,할리우드 살인사건,49,20.4%,0.0%
2024-05-17,극장판 울려라! 유포니엄: 앙상블 콘테스트,155,4.5%,0.0%
2024-05-17,녹차의 맛,30,10.0%,0.0%
2024-05-17,카르멘,443,7.4%,0.0%
2024-05-17,라라랜드,97,3.0%,0.0%
2024-05-17,너의 이름은.,258,1.9%,0.0%
2024-05-17,패왕별희 디 오리지널,126,4.7%,0.0%
2024-05-17,키리에의 노래: 디렉터스 컷,369,0.8%,0.0%
2024-05-17,고스트버스터즈: 오싹한 뉴욕,74,2.7%,0.0%
2024-05-18,혹성탈출: 새로운 시대,355092,19.4%,12.6%
2024-05-18,남은 인생 10년,30549,18.3%,1.0%
2024-05-18,악마와의 토크쇼,33036,17.5%,1.1%
2024-05-18,쿵푸팬더4,12632,13.6%,0.4%
2024-05-18,쇼생크 탈출,15062,12.8%,0.5%
2024-05-18,챌린저스,8004,21.8%,0.2%
2024-05-18,스턴트맨,6559,15.0%,0.2%
2024-05-18,"포켓몬스터: 성도지방 이야기, 최종장",9106,9.8%,0.3%
2024-05-18,꼬마참새 리차드: 신비한 보석 탐험대,6380,8.5%,0.2%
2024-05-18,목소리의 형태,1681,9.3%,0.0%
2024-05-18,차이콥스키의 아내,2219,6.3%,0.0%
2024-05-18,악은 존재하지 않는다,1533,11.4%,0.0%
2024-05-18,힙노시스: LP 커버의 전설,1300,8.5%,0.0%
2024-05-18,로봇 드림,526,11.9%,0.0%
2024-05-18,듄: 파트2,926,7.1%,0.0%
2024-05-18,보티첼리. 피렌체와 메디치,1340,9.3%,0.0%
2024-05-18,콜 미 바이 유어 네임,491,16.9%,0.0%
2024-05-18,레옹,418,11.2%,0.0%
2024-05-18,극장판 실바니안 패밀리: 프레야의 선물,2824,2.3%,0.1%
2024-05-18,중경삼림,104,66.3%,0.0%
2024-05-18,키메라,465,9.4%,0.0%
2024-05-18,더 퍼스트 슬램덩크,852,27.3%,0.0%
2024-05-18,기동전사 건담 시드 프리덤,505,9.5%,0.0%
2024-05-18,고질라 X 콩: 뉴 엠파이어,64,9.3%,0.0%
2024-05-18,아이 엠 러브,311,11.8%,0.0%
2024-05-18,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,258,22.8%,0.0%
2024-05-18,극장판 스파이 패밀리 코드 : 화이트,244,7.3%,0.0%
2024-05-18,가여운 것들,70,27.1%,0.0%
2024-05-18,날씨의 아이,258,0.7%,0.0%
2024-05-18,아이다호,150,9.3%,0.0%
2024-05-18,괴물,258,7.7%,0.0%
2024-05-18,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 1,258,6.5%,0.0%
2024-05-18,청춘 스케치,58,39.6%,0.0%
2024-05-18,할리우드 살인사건,93,10.7%,0.0%
2024-05-18,꽃다발 같은 사랑을 했다,126,7.9%,0.0%
2024-05-18,극장판 울려라! 유포니엄: 앙상블 콘테스트,155,3.8%,0.0%
2024-05-18,녹차의 맛,30,6.6%,0.0%
2024-05-18,패스트 라이브즈,35,17.1%,0.0%
